filename,width,height,class,xmin,ymin,xmax,ymax
6_SF89.jpg,500,327,6_Starfish_382,139,50,357,266
3_LF74.jpg,1300,866,3_Lion Fish_215,142,29,988,819
3_LF179.jpg,1023,678,3_Lion Fish_215,141,33,809,568
1_CB99.jpg,1200,520,Chevron_Butterflyfish_111,338,342,604,511
3_LF48.jpg,500,332,3_Lion Fish_215,4,3,381,326
3_LF145.jpg,1300,958,3_Lion Fish_215,324,155,982,781
3_LF151.jpg,700,466,3_Lion Fish_215,274,57,649,428
6_SF129.jpg,500,377,6_Starfish_382,204,80,447,329
2_CF174.jpg,640,436,2_Clownfish_187,79,45,286,277
2_CF174.jpg,640,436,2_Clownfish_187,275,167,454,371
6_SF76.jpg,500,333,6_Starfish_382,12,13,479,322
6_SF115.jpg,500,334,6_Starfish_382,85,53,369,333
2_CF148.jpg,880,585,2_Clownfish_187,149,15,510,215
2_CF148.jpg,880,585,2_Clownfish_187,529,222,868,396
3_LF186.jpg,1300,909,3_Lion Fish_215,86,60,1152,840
1_CB72.jpg,2000,1333,Chevron_Butterflyfish_111,505,451,1085,885
1_CB66.jpg,600,450,Chevron_Butterflyfish_111,42,33,572,386
3_LF192.jpg,1300,957,3_Lion Fish_215,126,336,632,760
6_SF101.jpg,500,375,6_Starfish_382,88,87,362,320
6_SF62.jpg,500,400,6_Starfish_382,116,45,463,387
4_ST64.jpg,500,333,4_SeaTurtle_704,74,45,475,326
5_SU288.jpg,333,500,5_SeaUrchin_341,3,4,331,482
4_ST297.jpg,500,375,4_SeaTurtle_704,1,3,347,227
4_ST297.jpg,500,375,4_SeaTurtle_704,192,157,500,367
4_ST283.jpg,500,169,4_SeaTurtle_704,129,43,470,151
4_ST58.jpg,500,332,4_SeaTurtle_704,2,2,499,214
4_ST268.jpg,500,332,4_SeaTurtle_704,1,73,454,332
4_ST254.jpg,500,375,4_SeaTurtle_704,86,1,500,327
5_SU263.jpg,500,368,5_SeaUrchin_341,44,31,453,334
6_SF317.jpg,500,376,6_Starfish_382,69,26,392,370
4_ST532.jpg,500,375,4_SeaTurtle_704,106,127,443,305
4_ST526.jpg,500,375,4_SeaTurtle_704,43,64,469,312
6_SF303.jpg,500,375,6_Starfish_382,82,74,423,291
4_ST240.jpg,500,375,4_SeaTurtle_704,125,118,364,281
5_SU277.jpg,500,331,5_SeaUrchin_341,99,48,391,236
6_SF302.jpg,500,375,6_Starfish_382,41,54,396,334
4_ST527.jpg,500,375,4_SeaTurtle_704,28,7,376,245
5_SU276.jpg,500,375,5_SeaUrchin_341,127,55,360,285
4_ST241.jpg,500,375,4_SeaTurtle_704,87,56,372,274
5_SU262.jpg,500,375,5_SeaUrchin_341,50,15,402,360
4_ST255.jpg,500,375,4_SeaTurtle_704,26,73,462,342
4_ST533.jpg,500,375,4_SeaTurtle_704,75,89,500,373
6_SF316.jpg,333,500,6_Starfish_382,34,128,306,385
4_ST269.jpg,500,321,4_SeaTurtle_704,29,83,449,282
4_ST59.jpg,500,334,4_SeaTurtle_704,23,99,424,246
4_ST282.jpg,500,375,4_SeaTurtle_704,124,144,366,289
4_ST296.jpg,500,375,4_SeaTurtle_704,28,114,439,287
5_SU289.jpg,375,500,5_SeaUrchin_341,120,199,271,372
4_ST65.jpg,500,354,4_SeaTurtle_704,56,19,350,325
4_ST71.jpg,500,281,4_SeaTurtle_704,16,25,487,217
1_CB67.jpg,1024,683,Chevron_Butterflyfish_111,386,188,764,390
3_LF193.jpg,1023,686,3_Lion Fish_215,141,18,932,674
6_SF63.jpg,500,375,6_Starfish_382,25,111,458,304
2_CF149.jpg,880,585,2_Clownfish_187,87,76,613,465
6_SF114.jpg,500,343,6_Starfish_382,108,54,283,201
6_SF114.jpg,500,343,6_Starfish_382,241,127,441,293
6_SF77.jpg,500,375,6_Starfish_382,115,80,332,235
3_LF187.jpg,834,1300,3_Lion Fish_215,191,235,551,781
1_CB73.jpg,926,694,Chevron_Butterflyfish_111,379,192,638,438
2_CF161.jpg,640,360,2_Clownfish_187,240,21,408,204
2_CF175.jpg,640,436,2_Clownfish_187,73,117,465,342
6_SF128.jpg,500,375,6_Starfish_382,119,40,348,272
3_LF49.jpg,1280,800,3_Lion Fish_215,14,16,1194,755
3_LF144.jpg,1024,683,3_Lion Fish_215,46,10,889,635
1_CB98.jpg,640,480,Chevron_Butterflyfish_111,72,75,581,397
3_LF61.jpg,415,252,3_Lion Fish_215,67,12,291,249
3_LF75.jpg,1200,798,3_Lion Fish_215,348,8,1135,795
6_SF88.jpg,500,334,6_Starfish_382,114,40,371,312
3_LF178.jpg,800,533,3_Lion Fish_215,22,108,544,429
4_ST137.jpg,500,375,4_SeaTurtle_704,96,51,369,347
4_ST651.jpg,500,361,4_SeaTurtle_704,71,58,343,216
4_ST645.jpg,500,333,4_SeaTurtle_704,88,49,378,242
5_SU114.jpg,500,400,5_SeaUrchin_341,55,40,385,309
4_ST123.jpg,500,375,4_SeaTurtle_704,190,130,495,375
4_ST679.jpg,332,442,4_SeaTurtle_704,63,19,328,429
5_SU128.jpg,500,375,5_SeaUrchin_341,36,64,452,335
4_ST692.jpg,500,333,4_SeaTurtle_704,100,97,496,242
4_ST686.jpg,500,375,4_SeaTurtle_704,104,74,416,310
6_SF276.jpg,500,375,6_Starfish_382,59,7,445,367
4_ST453.jpg,500,357,4_SeaTurtle_704,18,78,483,218
4_ST335.jpg,461,500,4_SeaTurtle_704,131,34,461,292
5_SU302.jpg,500,375,5_SeaUrchin_341,76,47,423,347
4_ST321.jpg,500,375,4_SeaTurtle_704,81,123,330,240
5_SU316.jpg,500,375,5_SeaUrchin_341,82,49,395,328
4_ST447.jpg,500,329,4_SeaTurtle_704,221,89,423,281
4_ST447.jpg,500,329,4_SeaTurtle_704,6,157,274,329
6_SF262.jpg,333,500,6_Starfish_382,36,158,301,391
4_ST309.jpg,500,375,4_SeaTurtle_704,220,77,452,267
4_ST490.jpg,500,375,4_SeaTurtle_704,3,105,436,353
5_SU39.jpg,500,375,5_SeaUrchin_341,6,7,493,364
3_LF2.jpg,1000,667,3_Lion Fish_215,14,2,945,645
2_CF18.jpg,1024,683,2_Clownfish_187,311,81,829,481
4_ST484.jpg,500,375,4_SeaTurtle_704,156,81,409,267
6_SF289.jpg,375,500,6_Starfish_382,10,50,356,419
2_CF24.jpg,612,408,2_Clownfish_187,193,114,526,308
5_SU11.jpg,500,384,5_SeaUrchin_341,193,202,370,339
2_CF32.jpg,1024,768,2_Clownfish_187,405,177,763,631
5_SU13.jpg,500,375,5_SeaUrchin_341,152,108,386,344
2_CF26.jpg,1024,683,2_Clownfish_187,594,83,854,238
2_CF26.jpg,1024,683,2_Clownfish_187,452,422,640,560
4_ST492.jpg,500,329,4_SeaTurtle_704,15,67,358,300
4_ST486.jpg,500,333,4_SeaTurtle_704,83,113,470,253
6_SF248.jpg,500,375,6_Starfish_382,129,57,440,347
4_ST479.jpg,500,375,4_SeaTurtle_704,48,204,243,324
5_SU328.jpg,500,375,5_SeaUrchin_341,96,4,472,372
6_SF9.jpg,500,333,6_Starfish_382,3,5,366,331
5_SU300.jpg,500,333,5_SeaUrchin_341,88,14,479,318
4_ST337.jpg,500,333,4_SeaTurtle_704,154,117,350,231
4_ST451.jpg,500,375,4_SeaTurtle_704,55,80,483,340
6_SF274.jpg,476,500,6_Starfish_382,84,101,450,332
6_SF260.jpg,500,375,6_Starfish_382,134,126,274,269
4_ST445.jpg,500,375,4_SeaTurtle_704,4,3,500,333
5_SU314.jpg,500,443,5_SeaUrchin_341,50,28,465,416
4_ST323.jpg,500,375,4_SeaTurtle_704,6,72,493,300
4_ST690.jpg,500,333,4_SeaTurtle_704,62,2,416,315
4_ST684.jpg,333,500,4_SeaTurtle_704,38,251,158,333
4_ST109.jpg,640,494,4_SeaTurtle_704,83,150,474,354
4_ST653.jpg,500,333,4_SeaTurtle_704,80,26,440,295
4_ST135.jpg,375,500,4_SeaTurtle_704,131,174,349,358
5_SU102.jpg,375,500,5_SeaUrchin_341,2,2,374,500
4_ST121.jpg,500,333,4_SeaTurtle_704,2,68,412,333
5_SU116.jpg,500,376,5_SeaUrchin_341,37,7,438,364
4_ST647.jpg,500,374,4_SeaTurtle_704,26,110,410,295
3_LF63.jpg,800,600,3_Lion Fish_215,200,101,761,572
3_LF77.jpg,800,533,3_Lion Fish_215,315,128,795,491
3_LF152.jpg,800,533,3_Lion Fish_215,189,10,785,524
3_LF146.jpg,1600,1323,3_Lion Fish_215,107,51,1427,1161
2_CF163.jpg,600,435,2_Clownfish_187,138,297,318,405
1_CB59.jpg,1080,608,Chevron_Butterflyfish_111,532,93,1028,482
2_CF177.jpg,640,480,2_Clownfish_187,146,204,337,333
6_SF49.jpg,500,375,6_Starfish_382,89,58,443,314
6_SF102.jpg,480,324,6_Starfish_382,106,130,312,266
6_SF61.jpg,500,375,6_Starfish_382,66,33,387,341
3_LF191.jpg,1300,866,3_Lion Fish_215,184,93,1176,789
1_CB65.jpg,2000,1333,Chevron_Butterflyfish_111,483,240,1369,773
5_SU8.jpg,500,333,5_SeaUrchin_341,50,6,493,318
1_CB71.jpg,926,694,Chevron_Butterflyfish_111,277,266,521,469
3_LF185.jpg,800,533,3_Lion Fish_215,201,15,486,360
3_LF185.jpg,800,533,3_Lion Fish_215,353,154,608,481
3_LF88.jpg,598,900,3_Lion Fish_215,15,34,591,830
6_SF75.jpg,332,500,6_Starfish_382,93,344,279,459
6_SF116.jpg,500,375,6_Starfish_382,92,60,384,333
4_ST67.jpg,375,500,4_SeaTurtle_704,117,153,358,370
4_ST73.jpg,500,333,4_SeaTurtle_704,1,65,283,325
4_ST280.jpg,375,500,4_SeaTurtle_704,73,242,340,500
4_ST294.jpg,500,351,4_SeaTurtle_704,50,111,493,242
5_SU248.jpg,500,381,5_SeaUrchin_341,66,34,415,351
4_ST519.jpg,500,375,4_SeaTurtle_704,3,3,383,373
6_SF328.jpg,500,375,6_Starfish_382,184,34,449,283
4_ST98.jpg,480,319,4_SeaTurtle_704,48,125,373,253
4_ST9.jpg,500,388,4_SeaTurtle_704,23,45,411,291
4_ST243.jpg,375,500,4_SeaTurtle_704,1,65,374,462
5_SU274.jpg,500,375,5_SeaUrchin_341,56,14,448,350
4_ST525.jpg,500,333,4_SeaTurtle_704,5,35,496,208
6_SF300.jpg,500,374,6_Starfish_382,128,33,393,332
6_SF314.jpg,500,333,6_Starfish_382,163,86,350,275
4_ST531.jpg,500,375,4_SeaTurtle_704,3,16,497,325
4_ST257.jpg,500,375,4_SeaTurtle_704,43,30,500,309
5_SU260.jpg,500,375,5_SeaUrchin_341,3,7,494,367
4_ST530.jpg,500,373,4_SeaTurtle_704,1,15,463,272
6_SF315.jpg,500,500,6_Starfish_382,29,28,470,466
5_SU261.jpg,500,375,5_SeaUrchin_341,143,30,407,272
4_ST256.jpg,375,500,4_SeaTurtle_704,49,66,361,298
5_SU275.jpg,500,374,5_SeaUrchin_341,96,49,399,312
4_ST242.jpg,500,375,4_SeaTurtle_704,41,55,305,281
4_ST8.jpg,500,375,4_SeaTurtle_704,90,134,388,274
4_ST99.jpg,375,500,4_SeaTurtle_704,93,101,301,222
6_SF301.jpg,500,374,6_Starfish_382,60,76,415,361
4_ST524.jpg,500,251,4_SeaTurtle_704,14,39,493,225
6_SF329.jpg,500,334,6_Starfish_382,239,54,453,249
5_SU249.jpg,600,400,5_SeaUrchin_341,76,3,581,377
4_ST518.jpg,500,375,4_SeaTurtle_704,81,57,482,350
4_ST295.jpg,500,370,4_SeaTurtle_704,98,60,406,314
4_ST281.jpg,500,375,4_SeaTurtle_704,48,67,500,334
4_ST72.jpg,500,375,4_SeaTurtle_704,23,65,500,313
4_ST66.jpg,500,335,4_SeaTurtle_704,80,4,500,331
3_LF184.jpg,1500,1101,3_Lion Fish_215,70,173,1310,970
6_SF117.jpg,500,333,6_Starfish_382,67,38,394,302
6_SF74.jpg,500,375,6_Starfish_382,82,47,439,337
3_LF89.jpg,880,585,3_Lion Fish_215,167,40,874,517
6_SF103.jpg,500,375,6_Starfish_382,61,37,407,360
5_SU9.jpg,500,375,5_SeaUrchin_341,9,7,496,365
1_CB64.jpg,813,624,Chevron_Butterflyfish_111,155,83,665,510
6_SF48.jpg,500,330,6_Starfish_382,80,101,283,281
6_SF48.jpg,500,330,6_Starfish_382,216,19,438,198
2_CF176.jpg,640,436,2_Clownfish_187,177,119,442,290
2_CF162.jpg,640,480,2_Clownfish_187,233,188,420,285
1_CB58.jpg,550,370,Chevron_Butterflyfish_111,145,105,340,284
3_LF147.jpg,508,337,3_Lion Fish_215,1,1,508,336
3_LF153.jpg,1300,956,3_Lion Fish_215,166,18,1040,828
3_LF76.jpg,1600,1167,3_Lion Fish_215,242,83,1220,1028
3_LF62.jpg,600,399,3_Lion Fish_215,5,3,586,394
5_SU117.jpg,500,333,5_SeaUrchin_341,103,25,400,303
4_ST646.jpg,375,500,4_SeaTurtle_704,58,294,335,412
4_ST652.jpg,500,375,4_SeaTurtle_704,85,72,353,290
5_SU103.jpg,500,375,5_SeaUrchin_341,26,25,456,335
4_ST134.jpg,500,375,4_SeaTurtle_704,79,10,500,311
4_ST108.jpg,500,375,4_SeaTurtle_704,160,147,410,303
4_ST685.jpg,500,334,4_SeaTurtle_704,218,97,482,217
4_ST691.jpg,500,375,4_SeaTurtle_704,16,12,440,360
4_ST444.jpg,500,375,4_SeaTurtle_704,22,81,236,297
4_ST444.jpg,500,375,4_SeaTurtle_704,293,73,500,317
6_SF261.jpg,500,375,6_Starfish_382,49,1,500,374
4_ST322.jpg,500,375,4_SeaTurtle_704,120,166,326,237
5_SU315.jpg,500,375,5_SeaUrchin_341,137,29,447,334
4_ST336.jpg,375,500,4_SeaTurtle_704,136,143,375,495
5_SU301.jpg,500,375,5_SeaUrchin_341,6,1,491,355
6_SF8.jpg,500,337,6_Starfish_382,12,21,470,337
6_SF275.jpg,375,500,6_Starfish_382,63,300,303,449
4_ST450.jpg,500,399,4_SeaTurtle_704,16,40,413,366
4_ST478.jpg,500,375,4_SeaTurtle_704,33,50,472,354
5_SU329.jpg,500,375,5_SeaUrchin_341,54,6,500,372
6_SF249.jpg,500,332,6_Starfish_382,60,88,419,331
4_ST487.jpg,500,333,4_SeaTurtle_704,45,4,499,330
3_LF1.jpg,3182,2305,3_Lion Fish_215,16,22,2911,2202
4_ST493.jpg,500,333,4_SeaTurtle_704,1,2,311,213
5_SU12.jpg,375,500,5_SeaUrchin_341,54,49,294,452
2_CF27.jpg,1024,683,2_Clownfish_187,371,171,813,436
2_CF33.jpg,487,330,2_Clownfish_187,134,110,439,248
4_ST497.jpg,500,375,4_SeaTurtle_704,167,83,484,285
3_LF5.jpg,3320,2485,3_Lion Fish_215,770,237,3027,2274
4_ST483.jpg,500,333,4_SeaTurtle_704,185,61,351,203
2_CF37.jpg,600,442,2_Clownfish_187,6,31,539,384
3_LF209.jpg,1023,682,3_Lion Fish_215,276,56,1023,634
2_CF23.jpg,1024,681,2_Clownfish_187,267,99,638,510
5_SU16.jpg,500,333,5_SeaUrchin_341,78,36,392,323
4_ST454.jpg,500,334,4_SeaTurtle_704,162,74,356,242
6_SF271.jpg,495,500,6_Starfish_382,50,45,446,455
5_SU305.jpg,500,375,5_SeaUrchin_341,79,26,348,283
4_ST332.jpg,500,375,4_SeaTurtle_704,91,84,442,314
5_SU311.jpg,500,375,5_SeaUrchin_341,263,94,444,284
4_ST326.jpg,500,375,4_SeaTurtle_704,44,100,494,287
6_SF265.jpg,500,375,6_Starfish_382,48,10,385,347
4_ST440.jpg,500,359,4_SeaTurtle_704,166,28,426,247
4_ST468.jpg,500,375,4_SeaTurtle_704,95,204,276,348
5_SU339.jpg,500,375,5_SeaUrchin_341,55,52,446,347
6_SF259.jpg,500,375,6_Starfish_382,107,91,361,334
4_ST695.jpg,500,375,4_SeaTurtle_704,1,3,441,345
4_ST681.jpg,500,375,4_SeaTurtle_704,210,81,406,250
5_SU107.jpg,500,375,5_SeaUrchin_341,2,3,500,372
4_ST656.jpg,500,400,4_SeaTurtle_704,29,54,481,330
4_ST642.jpg,500,316,4_SeaTurtle_704,17,27,447,264
4_ST124.jpg,500,331,4_SeaTurtle_704,1,35,398,266
5_SU113.jpg,500,346,5_SeaUrchin_341,78,40,481,335
4_ST118.jpg,500,375,4_SeaTurtle_704,3,74,419,222
3_LF157.jpg,1024,663,3_Lion Fish_215,36,28,879,628
3_LF143.jpg,550,351,3_Lion Fish_215,150,14,494,335
3_LF66.jpg,1024,665,3_Lion Fish_215,170,50,695,618
3_LF72.jpg,1600,1167,3_Lion Fish_215,122,101,1232,996
3_LF194.jpg,1300,968,3_Lion Fish_215,8,148,928,788
6_SF107.jpg,500,440,6_Starfish_382,9,3,490,436
3_LF99.jpg,600,486,3_Lion Fish_215,8,23,591,461
6_SF64.jpg,500,333,6_Starfish_382,112,49,460,325
6_SF113.jpg,500,375,6_Starfish_382,130,102,454,358
1_CB74.jpg,1280,720,Chevron_Butterflyfish_111,344,216,914,498
6_SF58.jpg,500,375,6_Starfish_382,133,91,422,333
2_CF166.jpg,640,480,2_Clownfish_187,295,152,506,256
2_CF172.jpg,640,436,2_Clownfish_187,222,166,331,246
2_CF172.jpg,640,436,2_Clownfish_187,347,153,452,316
1_CB48.jpg,600,450,Chevron_Butterflyfish_111,174,181,324,279
4_ST285.jpg,500,375,4_SeaTurtle_704,1,100,409,361
4_ST291.jpg,500,333,4_SeaTurtle_704,77,131,398,264
4_ST62.jpg,500,333,4_SeaTurtle_704,83,135,353,287
4_ST76.jpg,500,316,4_SeaTurtle_704,61,35,500,277
4_ST520.jpg,500,375,4_SeaTurtle_704,103,43,410,334
6_SF305.jpg,500,333,6_Starfish_382,85,31,437,326
4_ST246.jpg,500,375,4_SeaTurtle_704,194,95,408,237
5_SU271.jpg,500,375,5_SeaUrchin_341,96,10,478,355
4_ST252.jpg,500,236,4_SeaTurtle_704,23,59,486,210
5_SU265.jpg,500,375,5_SeaUrchin_341,30,27,207,173
5_SU265.jpg,500,375,5_SeaUrchin_341,67,70,371,337
4_ST89.jpg,500,375,4_SeaTurtle_704,2,4,386,179
6_SF311.jpg,500,375,6_Starfish_382,86,19,409,360
4_ST534.jpg,500,375,4_SeaTurtle_704,31,138,470,367
6_SF339.jpg,500,375,6_Starfish_382,38,35,464,271
5_SU259.jpg,500,333,5_SeaUrchin_341,156,132,303,254
4_ST508.jpg,500,375,4_SeaTurtle_704,1,1,498,372
5_SU258.jpg,1024,768,5_SeaUrchin_341,273,174,811,631
4_ST509.jpg,500,333,4_SeaTurtle_704,115,39,403,296
6_SF338.jpg,500,375,6_Starfish_382,140,120,312,301
4_ST88.jpg,500,375,4_SeaTurtle_704,68,7,500,370
5_SU264.jpg,500,375,5_SeaUrchin_341,107,20,273,159
4_ST253.jpg,500,375,4_SeaTurtle_704,127,83,443,313
4_ST535.jpg,500,333,4_SeaTurtle_704,3,49,425,305
6_SF310.jpg,500,429,6_Starfish_382,53,60,459,391
6_SF304.jpg,500,374,6_Starfish_382,106,9,416,356
4_ST521.jpg,500,375,4_SeaTurtle_704,46,121,400,362
5_SU270.jpg,500,333,5_SeaUrchin_341,50,19,282,286
4_ST247.jpg,500,375,4_SeaTurtle_704,111,97,329,255
4_ST77.jpg,500,333,4_SeaTurtle_704,104,86,496,245
4_ST63.jpg,500,375,4_SeaTurtle_704,105,31,475,334
4_ST290.jpg,500,375,4_SeaTurtle_704,1,4,480,292
4_ST284.jpg,500,375,4_SeaTurtle_704,161,83,383,218
2_CF173.jpg,640,436,2_Clownfish_187,178,77,416,332
1_CB49.jpg,640,437,Chevron_Butterflyfish_111,262,131,410,297
2_CF167.jpg,600,436,2_Clownfish_187,146,117,542,318
6_SF59.jpg,500,375,6_Starfish_382,81,44,375,320
6_SF112.jpg,500,333,6_Starfish_382,204,99,316,199
6_SF71.jpg,500,375,6_Starfish_382,139,104,337,264
3_LF181.jpg,1300,953,3_Lion Fish_215,258,42,970,706
1_CB75.jpg,764,573,Chevron_Butterflyfish_111,224,187,659,426
1_CB61.jpg,700,477,Chevron_Butterflyfish_111,236,162,512,330
3_LF195.jpg,800,533,3_Lion Fish_215,118,38,664,503
6_SF65.jpg,500,332,6_Starfish_382,68,55,365,288
3_LF98.jpg,778,1024,3_Lion Fish_215,221,136,751,557
3_LF98.jpg,778,1024,3_Lion Fish_215,37,500,524,922
6_SF106.jpg,500,375,6_Starfish_382,140,91,440,307
3_LF73.jpg,1024,768,3_Lion Fish_215,95,18,936,707
3_LF67.jpg,1300,866,3_Lion Fish_215,54,19,1288,851
3_LF142.jpg,1024,1007,3_Lion Fish_215,102,164,975,867
3_LF156.jpg,1300,956,3_Lion Fish_215,388,130,896,600
4_ST119.jpg,500,375,4_SeaTurtle_704,46,127,449,291
4_ST643.jpg,500,375,4_SeaTurtle_704,80,94,464,283
5_SU112.jpg,500,375,5_SeaUrchin_341,145,7,402,264
4_ST125.jpg,328,500,4_SeaTurtle_704,3,171,303,392
5_SU106.jpg,500,333,5_SeaUrchin_341,98,2,466,326
4_ST131.jpg,500,357,4_SeaTurtle_704,61,181,390,320
4_ST657.jpg,375,500,4_SeaTurtle_704,1,350,364,466
4_ST680.jpg,500,375,4_SeaTurtle_704,54,30,453,344
4_ST694.jpg,500,375,4_SeaTurtle_704,91,74,425,224
6_SF258.jpg,333,500,6_Starfish_382,40,194,299,429
4_ST469.jpg,500,400,4_SeaTurtle_704,6,60,499,315
5_SU338.jpg,500,375,5_SeaUrchin_341,81,77,487,356
4_ST327.jpg,500,375,4_SeaTurtle_704,77,6,498,375
5_SU310.jpg,500,375,5_SeaUrchin_341,220,83,453,326
4_ST441.jpg,500,375,4_SeaTurtle_704,103,200,322,288
4_ST441.jpg,500,375,4_SeaTurtle_704,326,198,482,279
6_SF264.jpg,500,375,6_Starfish_382,187,154,346,320
6_SF270.jpg,497,500,6_Starfish_382,29,28,464,468
4_ST455.jpg,375,500,4_SeaTurtle_704,93,256,293,412
4_ST333.jpg,500,375,4_SeaTurtle_704,33,130,356,297
5_SU304.jpg,500,375,5_SeaUrchin_341,43,54,339,322
2_CF22.jpg,1024,805,2_Clownfish_187,129,191,441,391
2_CF22.jpg,1024,805,2_Clownfish_187,248,394,495,629
2_CF22.jpg,1024,805,2_Clownfish_187,635,585,787,767
3_LF208.jpg,1600,1165,3_Lion Fish_215,220,105,1122,850
5_SU17.jpg,500,375,5_SeaUrchin_341,254,75,497,317
5_SU17.jpg,500,375,5_SeaUrchin_341,77,163,293,350
2_CF36.jpg,2000,1500,2_Clownfish_187,169,103,1687,1156
3_LF4.jpg,3264,2448,3_Lion Fish_215,202,24,2710,2448
4_ST482.jpg,500,374,4_SeaTurtle_704,298,181,489,293
4_ST482.jpg,500,374,4_SeaTurtle_704,26,71,207,178
4_ST496.jpg,500,375,4_SeaTurtle_704,13,21,288,370
5_SU29.jpg,375,500,5_SeaUrchin_341,61,78,358,426
4_ST480.jpg,500,344,4_SeaTurtle_704,107,129,382,278
3_LF6.jpg,650,433,3_Lion Fish_215,106,15,512,406
4_ST494.jpg,500,375,4_SeaTurtle_704,167,61,466,273
6_SF299.jpg,500,369,6_Starfish_382,85,11,416,336
5_SU15.jpg,500,375,5_SeaUrchin_341,100,107,238,263
5_SU15.jpg,500,375,5_SeaUrchin_341,226,125,372,284
2_CF34.jpg,650,433,2_Clownfish_187,54,197,257,341
2_CF34.jpg,650,433,2_Clownfish_187,270,23,545,216
6_SF266.jpg,354,500,6_Starfish_382,1,42,350,456
4_ST443.jpg,500,332,4_SeaTurtle_704,106,128,293,196
5_SU312.jpg,492,500,5_SeaUrchin_341,6,14,487,489
4_ST325.jpg,500,384,4_SeaTurtle_704,93,53,480,357
5_SU306.jpg,500,375,5_SeaUrchin_341,46,84,450,344
4_ST331.jpg,500,375,4_SeaTurtle_704,34,44,477,322
4_ST457.jpg,500,333,4_SeaTurtle_704,5,15,496,310
6_SF272.jpg,500,375,6_Starfish_382,72,84,394,375
4_ST319.jpg,500,333,4_SeaTurtle_704,1,49,439,324
4_ST682.jpg,500,209,4_SeaTurtle_704,246,27,473,164
4_ST682.jpg,500,209,4_SeaTurtle_704,39,87,216,182
4_ST696.jpg,500,375,4_SeaTurtle_704,74,72,484,333
4_ST127.jpg,500,336,4_SeaTurtle_704,100,2,499,333
4_ST641.jpg,500,375,4_SeaTurtle_704,31,101,449,347
4_ST655.jpg,500,375,4_SeaTurtle_704,121,134,429,355
4_ST133.jpg,500,375,4_SeaTurtle_704,179,105,464,274
5_SU104.jpg,500,494,5_SeaUrchin_341,30,7,497,482
4_ST669.jpg,375,500,4_SeaTurtle_704,117,231,345,444
4_ST669.jpg,375,500,4_SeaTurtle_704,25,2,182,164
5_SU138.jpg,500,375,5_SeaUrchin_341,17,37,415,332
3_LF59.jpg,900,600,3_Lion Fish_215,2,5,894,595
3_LF154.jpg,1500,1101,3_Lion Fish_215,182,89,1422,910
1_CB88.jpg,600,450,Chevron_Butterflyfish_111,85,67,545,329
3_LF71.jpg,612,396,3_Lion Fish_215,4,32,592,383
6_SF98.jpg,500,388,6_Starfish_382,53,35,450,331
3_LF65.jpg,1049,696,3_Lion Fish_215,232,75,873,539
3_LF168.jpg,1300,956,3_Lion Fish_215,246,138,930,704
1_CB77.jpg,400,300,Chevron_Butterflyfish_111,14,44,390,251
3_LF183.jpg,1300,948,3_Lion Fish_215,374,142,836,638
6_SF73.jpg,500,375,6_Starfish_382,24,7,402,347
2_CF159.jpg,640,527,2_Clownfish_187,135,137,468,420
6_SF104.jpg,500,375,6_Starfish_382,11,43,397,342
6_SF67.jpg,500,375,6_Starfish_382,153,110,322,251
3_LF197.jpg,1300,956,3_Lion Fish_215,544,56,1208,714
